relative_sample,time_ms,AECG1,AECG2,AECG3,AECG4
-365,-182.5,0.7024017733855684,0.7915789103211808,0.5258251099836732,0.32112110710981767
-364,-182.0,0.6031913739658752,0.6429011358415523,0.37639127885856943,0.21760001250194677
-363,-181.5,0.4739775788978183,0.47399306033174277,0.2310432541233629,0.08712637459780415
-362,-181.0,0.3236676018877523,0.3078265339352477,0.08318140726449412,-0.04912728382438297
-361,-180.5,0.19442781025637226,0.17606116713128706,-0.06012974789830051,-0.1802001719946054
-360,-180.0,0.0381833694832253,0.03464673938723737,-0.16001049394453967,-0.3033429463439287
-359,-179.5,-0.10012680646369046,-0.08670428468096321,-0.22773899882120088,-0.40505468690276986
-358,-179.0,-0.2501718387969608,-0.22125058900307684,-0.2879258804120578,-0.48668187607462865
-357,-178.5,-0.33067036879625733,-0.2970220963436401,-0.2964247418222912,-0.5345280278791472
-356,-178.0,-0.37631530229250726,-0.3465725139710871,-0.28419709348755756,-0.5485627581193919
-355,-177.5,-0.38519429154888474,-0.3718659156501309,-0.26317124266787356,-0.5283188256432855
-354,-177.0,-0.3626722593875736,-0.3773291801230871,-0.24207227862084185,-0.4795490146002253
-353,-176.5,-0.3278238842421973,-0.36946736393199736,-0.22626652567198857,-0.4140860286745371
-352,-176.0,-0.2821747540916024,-0.35081800586443523,-0.22480960193120222,-0.33749133840367546
-351,-175.5,-0.2373582841850737,-0.3288619838049106,-0.2442550412099215,-0.2599205893672652
-350,-175.0,-0.20576687761313656,-0.3232548809181312,-0.284525532107954,-0.19157571777364285
-349,-174.5,-0.1812437290911367,-0.31258956833746004,-0.3426334588156094,-0.14415233684185436
-348,-174.0,-0.1785838263899684,-0.31159220536149823,-0.407779257068276,-0.1220192749413271
-347,-173.5,-0.19656687168468573,-0.3187805079173468,-0.4693635667190763,-0.12108021429568956
-346,-173.0,-0.22831931760239715,-0.3327887206985752,-0.5145988158824842,-0.13614091063573114
-345,-172.5,-0.2704996409936421,-0.35330275025943836,-0.5304700639823713,-0.16621093890518895
-344,-172.0,-0.3223923103387207,-0.377903143666239,-0.5091205444285715,-0.20799476057010768
-343,-171.5,-0.377455503973825,-0.40040316293975486,-0.4491321831570431,-0.24912140001919483
-342,-171.0,-0.42386175625268535,-0.4146174901426572,-0.3514774422424489,-0.2752121626454827
-341,-170.5,-0.4548791675935177,-0.4184620918491826,-0.21807781288831912,-0.28158322921587614
-340,-170.0,-0.4756845144454792,-0.41219341112214225,-0.05558695893557343,-0.26814674100771047
-339,-169.5,-0.47999308004300867,-0.3953961310969381,0.12348429604023357,-0.2413549391733035
-338,-169.0,-0.4693641092705469,-0.36932119806474734,0.30351431898719783,-0.19725227942013565
-337,-168.5,-0.45445742431965125,-0.3353363427391993,0.4641026367794272,-0.1383946741761185
-336,-168.0,-0.39687383326359676,-0.28512739975416457,0.6201325431480772,-0.08034543803136696
-335,-167.5,-0.34926810115759693,-0.26744017728865055,0.7269713338925156,-0.04518474457006713
-334,-167.0,-0.2950033426216521,-0.2596108855671057,0.7962620787193941,-0.02283422745416692
-333,-166.5,-0.2311676736641642,-0.26064013575023076,0.8326857265059684,-0.013011019143949028
-332,-166.0,-0.16779297707131036,-0.2814773986809624,0.8348505801010865,-0.02260890101599544
-331,-165.5,-0.10326208708265339,-0.30073261921116506,0.807009426026965,-0.06012250027297431
-330,-165.0,-0.025225175643848696,-0.31607425167486997,0.7504820468951107,-0.11283995906071624
-329,-164.5,0.04516709572960043,-0.332027380105669,0.6880962796649442,-0.16913795105544135
-328,-164.0,0.11977476504132697,-0.3345668691109927,0.6224162720829703,-0.22642937435780053
-327,-163.5,0.18731851610884867,-0.3302793204188808,0.5578457522861565,-0.2819581651340753
-326,-163.0,0.2862237079899132,-0.27710168184972145,0.4468577050172668,-0.3029312001331884
-325,-162.5,0.38332104103050896,-0.22026411891916728,0.38212655540494295,-0.33560169941182266
-324,-162.0,0.41680603173517683,-0.20350043485813785,0.3200925998560508,-0.3655433425080013
-323,-161.5,0.4293142567523377,-0.1822046841518749,0.26202884299260804,-0.3942100540070064
-322,-161.0,0.4192731186860874,-0.1647331653822816,0.1972721270816531,-0.42282608443403247
-321,-160.5,0.39102981483542604,-0.16208483820078265,0.12120976511921866,-0.4459670172165908
-320,-160.0,0.35003673627855536,-0.1766280686718892,0.037400056004229736,-0.4616723364950786
-319,-159.5,0.32440145779872476,-0.18939648962008418,-0.023390788537957403,-0.44805934541522713
-318,-159.0,0.26593425641139307,-0.2112393279395634,-0.12599950957052275,-0.4603200466966851
-317,-158.5,0.20574672878064929,-0.22913247343580764,-0.23735947131186308,-0.46479448629509484
-316,-158.0,0.15107629216499058,-0.2435932894544753,-0.34937542027761637,-0.45070525309582515
-315,-157.5,0.0960499012021444,-0.2753447294412527,-0.5147233483278707,-0.4382650292483187
-314,-157.0,0.06565108328244483,-0.26905562041856596,-0.6137710402731661,-0.3776439946021972
-313,-156.5,0.0490288543737088,-0.24528389225407665,-0.7008197505943701,-0.2898975659380785
-312,-156.0,0.0305740308481314,-0.21152596699742557,-0.7695639022177987,-0.15642194864086148
-311,-155.5,0.035762503942272914,-0.15878422172447404,-0.808998713882453,-0.023903726025919156
-310,-155.0,0.04890406758590596,-0.09453149350065404,-0.8207013200342046,0.12202258825352413
-309,-154.5,0.06468402263441866,-0.025967997025696132,-0.8061099020732257,0.2748953453791415
-308,-154.0,0.07763371321423043,0.03872663396173789,-0.7613778293576474,0.42634868184897107
-307,-153.5,0.06697215280889665,0.09178172207247266,-0.6879783586140329,0.567059286689895
-306,-153.0,0.07365080032298045,0.1470545911184508,-0.5721800211610903,0.6896791779444745
-305,-152.5,0.07576416206470626,0.19770736500222053,-0.4273705577929089,0.7897730533973596
-304,-152.0,0.03552676791713268,0.1519203390162923,-0.2926036804636241,0.8336338657678711
-303,-151.5,-0.018868227804783252,0.09098443359881594,-0.1562081607925103,0.8430047877275256
-302,-151.0,-0.049383942840322576,0.11727315501861219,0.030319627106156457,0.8588858502533423
-301,-150.5,-0.0826799468417425,0.15029091855218982,0.22111134659929613,0.8633289496943677
-300,-150.0,-0.11712862088890091,0.18877255864441567,0.40587410931070544,0.8597125400890092
-299,-149.5,-0.15461735220135764,0.23026172740796882,0.5767736124296138,0.8493443457648757
-298,-149.0,-0.193385545952271,0.27612003077057323,0.7266064298579756,0.8365478446871791
-297,-148.5,-0.2270513312976733,0.32730393600199403,0.8488007516687497,0.8270213214039642
-296,-148.0,-0.2510646128463294,0.38043530940598896,0.9406653037573254,0.8219679047278606
-295,-147.5,-0.2739681301320742,0.42321027071583306,1.0039553688039646,0.8118278453837966
-294,-147.0,-0.2745037180634104,0.47520159173239634,1.0473080385995917,0.8141581503861612
-293,-146.5,-0.255841210539006,0.5218240947017136,1.0726361470001922,0.8187920370564091
-292,-146.0,-0.17538495980834704,0.6027109616390087,1.107648489085235,0.8429059584846097
-291,-145.5,-0.11970783286866712,0.6301851984167285,1.1213056865221813,0.8558330985064603
-290,-145.0,-0.007622350976012458,0.6648424476877491,1.057995615681349,0.8823115091939914
-289,-144.5,0.07856217776782937,0.6783670574347485,1.0570918286737845,0.8899826712137942
-288,-144.0,0.1814656583805127,0.6877835543738803,1.0548269352564077,0.9011612661666614
-287,-143.5,0.2719389994333956,0.681473867603219,1.0495828837273862,0.9149685176954839
-286,-143.0,0.36963301233991164,0.686197659364367,1.0360902070948066,0.9270831722182084
-285,-142.5,0.4513739111574509,0.6894386775459446,1.006203055828825,0.9345581714903266
-284,-142.0,0.5179491904758717,0.6858043298282012,0.9537042098407867,0.9364631521539712
-283,-141.5,0.5657322354081243,0.6701594879999682,0.8785179103321809,0.9300350764913665
-282,-141.0,0.5839718213956104,0.6420773696646477,0.7848208736925681,0.9099061732194519
-281,-140.5,0.5660660625892052,0.6024280727957539,0.677244024570331,0.8714673325757947
-280,-140.0,0.5169771693588563,0.5489441315396293,0.5607549842434134,0.81347634554268
-279,-139.5,0.4294612957697845,0.4535611166956297,0.34460946870552545,0.7217141007283137
-278,-139.0,0.34034979307377866,0.36480613562655856,0.22424000046939185,0.6268635086822516
-277,-138.5,0.23554856285614847,0.26303519218122395,0.12295403947911338,0.5230717565900942
-276,-138.0,0.12063811501310832,0.15208402719956798,0.04840064547678302,0.4157378718668205
-275,-137.5,0.00038260943881910286,0.0363004142042559,0.008738036484848758,0.30980028002053805
-274,-137.0,-0.10714477034054289,-0.07116959299515697,-0.008983242415453327,0.20984151144971336
-273,-136.5,-0.2028599284515671,-0.16623952385316534,-0.007994725265077348,0.11971112012910987
-272,-136.0,-0.28572720505378835,-0.24819532181590534,0.002375745623297352,0.04311882064988306
-271,-135.5,-0.3561198000818634,-0.31628671932652236,0.015536711413292995,-0.01671413178887408
-270,-135.0,-0.41558113927060386,-0.36541732541661903,0.02680903645503093,-0.058385666315764896
-269,-134.5,-0.46555923563625595,-0.39149609582922584,0.030936807660125444,-0.08454476055578089
-268,-134.0,-0.4721088727650293,-0.3724671895227927,0.02554757904142166,-0.08944741865218876
-267,-133.5,-0.45932260556531457,-0.27843119275748335,0.015976760907427397,-0.09440786615892374
-266,-133.0,-0.48852644158952796,-0.24911710233967133,-0.00798593800441275,-0.09714476191739257
-265,-132.5,-0.5133530678028327,-0.20024987387336513,-0.02876378050724103,-0.08716036974113038
-264,-132.0,-0.543798857787666,-0.13385739074774147,-0.01144218514775548,-0.06571702311213201
-263,-131.5,-0.5385531862450046,-0.06263296705564361,0.00970522926676057,-0.03168059655905503
-262,-131.0,-0.5203140879375461,0.011913032761380412,0.054517838317917934,0.011302006757940918
-261,-130.5,-0.477668336100382,0.10292800926648533,0.12173715132500723,0.08069984496880486
-260,-130.0,-0.41023151434338756,0.20829929596328026,0.20807333678762224,0.17873157418308092
-259,-129.5,-0.31021523594923195,0.31969365754054446,0.31158173398866207,0.30146046743951177
-258,-129.0,-0.17408075256962896,0.43134514610893304,0.42790571016801715,0.4407595330297652
-257,-128.5,-0.007892308286938456,0.5459529046781861,0.5451941096661365,0.5930058465390848
-256,-128.0,0.1784324904669209,0.6661678883562954,0.6475903905420479,0.7570461083675657
-255,-127.5,0.3788344915055607,0.7865269541081924,0.7251077627732874,0.9256095165786491
-254,-127.0,0.5892350158188647,0.898199812376644,0.7760275166276315,1.0845831091364766
-253,-126.5,0.7975424283917539,0.9734974684471206,0.807387254146162,1.2262327526455712
-252,-126.0,0.996675188667216,1.0605223911708106,0.7957478346811938,1.3339396698562895
-251,-125.5,1.1735604705846014,1.1329094641639348,0.7505104094606461,1.4106958749145089
-250,-125.0,1.3244985910173392,1.1879589306488687,0.6822931747504704,1.4528489353564649
-249,-124.5,1.4775440946401948,1.2419737113371103,0.6125201571108438,1.4761573588163412
-248,-124.0,1.5717534233132675,1.280038201055705,0.536143040519321,1.4573266391027428
-247,-123.5,1.6238282411750782,1.3035743130616053,0.4635543269287967,1.4142825282151794
-246,-123.0,1.642856893124764,1.3251958178999557,0.4033126914143569,1.3595855555592857
-245,-122.5,1.6611851884885358,1.3595342923509663,0.3687812984703508,1.2959642369250042
-244,-122.0,1.6480832736832571,1.3611369068934904,0.36888147883497674,1.247409994968368
-243,-121.5,1.6333427113468206,1.417847395915446,0.3882281696599253,1.2129525569879902
-242,-121.0,1.612052522547041,1.5365325377333434,0.48556440854539645,1.212391445218199
-241,-120.5,1.6151170451898709,1.6313037504839865,0.540961358092549,1.2358866037284357
-240,-120.0,1.6384468869734856,1.7437072532498754,0.6164608433596851,1.2834902437377211
-239,-119.5,1.685823799457611,1.8713395449250998,0.7001325650265168,1.3527491119176944
-238,-119.0,1.7602215376209411,2.0097272288113333,0.7788860943385894,1.4402906529210915
-237,-118.5,1.8823270402720431,2.2207454867059924,0.8699159326606661,1.560591329778266
-236,-118.0,2.049878344648086,2.3758087185383348,0.9263952945292211,1.6609724617463428
-235,-117.5,2.1872083056482143,2.500320226179399,0.9404931302863683,1.7367457040919048
-234,-117.0,2.324959275035989,2.602958554387017,0.9166271325238757,1.7941431126119043
-233,-116.5,2.4544611468712314,2.6800996431358515,0.8553446360491814,1.830466799242668
-232,-116.0,2.5663080929688107,2.7305231839775654,0.7650145964301858,1.8408302320303356
-231,-115.5,2.6183692821381195,2.7792182857026533,0.6845230445492575,1.8404970421332987
-230,-115.0,2.6622820996800303,2.7714572442869843,0.5464982871802457,1.8019631140580894
-229,-114.5,2.668310801155524,2.7385637024410925,0.40613411284536804,1.7525579031983107
-228,-114.0,2.6447645398843354,2.6918105890131443,0.28334658779240957,1.7093087806627416
-227,-113.5,2.5957189768914857,2.643478370337118,0.1994297618676666,1.667573034606486
-226,-113.0,2.5333147977887847,2.602192032816358,0.16071503017763247,1.6408683511642395
-225,-112.5,2.4709303388041413,2.5777241225619405,0.18145195528702465,1.6530830049167877
-224,-112.0,2.4253068923764283,2.5793661494808777,0.26161991013065733,1.7014624641719625
-223,-111.5,2.40746213799205,2.6152499050839753,0.39725945852938277,1.7828253873560258
-222,-111.0,2.4221434537234128,2.6856905272144886,0.5767177557712042,1.893264829792067
-221,-110.5,2.472816103620569,2.7827993462476055,0.7819070779864524,2.0264675467004882
-220,-110.0,2.561024581789987,2.896166599763059,0.993006085257038,2.1680287052111327
-219,-109.5,2.617243013807498,2.903840863440186,1.1308400312023479,2.2814249829433972
-218,-109.0,2.7392433324523138,3.014909363358518,1.341258927679506,2.3912712163064835
-217,-108.5,2.8498660119107173,3.098171811335257,1.4674356250188458,2.4529361024227105
-216,-108.0,2.932219257553294,3.1432946517572495,1.5451143814182584,2.472765766258356
-215,-107.5,2.975231185004574,3.1404096116049485,1.5789839606649956,2.4462857362962045
-214,-107.0,2.9676736518636884,3.08880018487997,1.58455418820718,2.3764185564153997
-213,-106.5,2.90211921873931,2.9954644631071137,1.5800195407629498,2.2758193730396066
-212,-106.0,2.782969846615162,2.873086529194017,1.579755045558497,2.1603142274413476
-211,-105.5,2.626516878804518,2.7381771983042493,1.595852930861156,2.0443513370198625
-210,-105.0,2.453470842819313,2.6086136333792114,1.6411979273155335,1.9445658381950768
-209,-104.5,2.2182757081856193,2.4101753621429074,1.7285559619917812,1.8446115679315895
-208,-104.0,2.07286209210103,2.3639909636610854,1.8675752413571376,1.8516677677802493
-207,-103.5,1.9581985363734686,2.339049844568003,2.0169080005038458,1.8879257026426053
-206,-103.0,1.9362661162657686,2.41228102571199,2.174685570928064,2.0063441900853656
-205,-102.5,1.9709408585763004,2.5127128114523165,2.2885155638816186,2.1412843232457375
-204,-102.0,2.089558471231867,2.6789155966814757,2.368699850351801,2.322449299534441
-203,-101.5,2.0969283944587054,2.799413941557143,2.2568814338349323,2.505727507993459
-202,-101.0,2.288823717104992,2.966991880053256,2.1226527260376398,2.6896789101065446
-201,-100.5,2.494464703120146,3.1180044757408316,1.8933266059321265,2.8572707681790854
-200,-100.0,2.6895440854141874,3.2329827286445014,1.5528235554409797,2.980006061399337
-199,-99.5,2.8597047968536806,3.2887895141677324,1.1581503974363194,3.078378751376249
-198,-99.0,2.9587648604443175,3.2263776198195657,0.6795633392593198,3.088921862095561
-197,-98.5,3.028310703585711,3.160018100713166,0.22904073075397796,3.092788250252552
-196,-98.0,3.037922847008914,3.0502692819539656,-0.1912141686356986,3.0617215433183773
-195,-97.5,2.9951191889051505,2.883112443398065,-0.5204450140267723,2.99784288019058
-194,-97.0,2.9218776317206916,2.7284012426092303,-0.7869293673723301,2.9326551464466597
-193,-96.5,2.8308176899878212,2.5804474715235193,-0.9395584345409522,2.8765864919765227
-192,-96.0,2.881566985757529,2.5520916844915114,-0.962643678393842,2.885211887335557
-191,-95.5,2.761766049342399,2.449863356563553,-0.8629215116841368,2.8780199393623644
-190,-95.0,2.7208264331291203,2.4189238680457716,-0.7162526642179727,2.911222610659458
-189,-94.5,2.7206925832967253,2.433465034261557,-0.5064322222444984,2.976191207630844
-188,-94.0,2.7595089996038014,2.485188947653155,-0.25565532361485893,3.0719118315871516
-187,-93.5,2.827810260779229,2.561785606322173,0.0032174230344714475,3.1866977139387953
-186,-93.0,2.910917833895985,2.6464987113129004,0.2380319461262409,3.298766124951976
-185,-92.5,2.991342631366979,2.7194923246927676,0.43245832793315886,3.3874187987950917
-184,-92.0,3.018975850421229,2.7170593649268078,0.5434037220000869,3.411259068640651
-183,-91.5,3.046409351151125,2.7179559084181486,0.642893844542106,3.4127749806938574
-182,-91.0,3.0322992727529523,2.675805762318921,0.7005525512928852,3.3632417666943706
-181,-90.5,2.9707192470490877,2.5917367605918913,0.7315240997396639,3.260374672530109
-180,-90.0,2.8627091471371755,2.4725935169210933,0.7589470966699212,3.109964342094593
-179,-89.5,2.7189567212891514,2.3320276321778457,0.8006256045001022,2.9253514342656652
-178,-89.0,2.5560308995251897,2.1865518411297367,0.8657028352829409,2.7245730509356902
-177,-88.5,2.3901734249906963,2.050835754344078,0.9614342520808491,2.5274630590150498
-176,-88.0,2.23614323788134,1.9379047327819752,1.0927949279733977,2.3516170354848795
-175,-87.5,2.108969477190177,1.8595237840179162,1.2541343429582281,2.208897109004177
-174,-87.0,2.0210605975537344,1.8206811352980274,1.4292253819024698,2.1060482783759187
-173,-86.5,1.9765291654773256,1.8148992444743852,1.6009704048708402,2.0468777762358403
-172,-86.0,1.9715195011929139,1.8295934271119216,1.7546274412645855,2.0303204201074996
-171,-85.5,1.9996717406117772,1.8546115102768639,1.8724647663830032,2.0466286419222293
-170,-85.0,2.052594166592466,1.8807694894794214,1.9355579994718777,2.0792410048254903
-169,-84.5,2.114677145550844,1.8927181867503933,1.9347202062379532,2.1117237655355527
-168,-84.0,2.164010556204947,1.871692644576671,1.873280566021218,2.131452948709386
-167,-83.5,2.2397904494732237,1.8246483273009553,1.7399948808717174,2.109768785881757
-166,-83.0,2.2574745704936556,1.7539100313088674,1.5934047814475176,2.106670185543482
-165,-82.5,2.2100224923365794,1.6117043254926908,1.3803015029534322,2.0327838047800997
-164,-82.0,2.1280048988368967,1.438940108315775,1.1524925026743915,1.932219453142
-163,-81.5,2.014264736265117,1.2476769098066007,0.9308039665345549,1.8179682301280762
-162,-81.0,1.879800605401051,1.057458002053333,0.7251998034096437,1.7048217857910684
-161,-80.5,1.7418038986143587,0.8875593734364016,0.5417348303568656,1.60753197770778
-160,-80.0,1.6083113708870422,0.7472928391651713,0.3897198980319511,1.5318335592980818
-159,-79.5,1.507088123922936,0.6548841720505398,0.2735927776372098,1.4971065376043833
-158,-79.0,1.4278675603247493,0.6074051842157405,0.18367179696210814,1.4922662690056405
-157,-78.5,1.4667432075982862,0.6725337643074869,0.11545654504395517,1.5258833871822413
-156,-78.0,1.4764203493774442,0.7201017357028304,0.03572625436629806,1.5754006782264434
-155,-77.5,1.5208513202424039,0.793321932321511,-0.046535408484749956,1.6389534640806813
-154,-77.0,1.5981194242800303,0.9005841460154561,-0.1344004410241091,1.700134481228455
-153,-76.5,1.6933521981070156,1.0202322135088953,-0.2342122878139603,1.7409686678487477
-152,-76.0,1.79167078194955,1.1328385189955394,-0.34400575675495654,1.7493731503605436
-151,-75.5,1.8762318079977058,1.2226738460824185,-0.452613742125267,1.7202274581658064
-150,-75.0,1.9327069239358348,1.2833929006623623,-0.5486700494604677,1.6525231056122587
-149,-74.5,1.9517186445583419,1.312020943380212,-0.6246670184991934,1.5476253851068453
-148,-74.0,1.9275587986391975,1.304217230148976,-0.6722919875527769,1.410035147789556
-147,-73.5,1.8362847633545867,1.2344573624898005,-0.6717673677698249,1.222863699265735
-146,-73.0,1.7282561513844332,1.169320100973655,-0.6374819904884482,1.059321939037561
-145,-72.5,1.5887533245887837,1.0889140791773986,-0.5655627148971417,0.9021410456370678
-144,-72.0,1.4291023604185786,0.9996440482134401,-0.46149756179851353,0.7628674388696656
-143,-71.5,1.2528503196801555,0.9123444792233862,-0.32059206626193937,0.6370005826827251
-142,-71.0,1.093626347429533,0.8403598626372835,-0.16727070680941988,0.550877415839557
-141,-70.5,0.9560986202439913,0.7965558356848176,-0.008040348752786666,0.4958424335692206
-140,-70.0,0.8533687355102374,0.7815801914802821,0.14203155014885188,0.4733584596240932
-139,-69.5,0.7796887241744092,0.7629504680783838,0.23636179357845188,0.4571734313546934
-138,-69.0,0.7528039778766251,0.7839915092963154,0.35826648486102314,0.46258374720587014
-137,-68.5,0.7590807789460122,0.8228899717939491,0.46307882309007176,0.4645477357701141
-136,-68.0,0.7906139147623445,0.8724716603200918,0.5468709673109278,0.4606951599479604
-135,-67.5,0.8368256242876608,0.9168401104439398,0.6113970308649584,0.4485361828006133
-134,-67.0,0.8851192371007787,0.9421122588245388,0.6628663845592414,0.41873777417304664
-133,-66.5,0.9219566910779231,0.9422934196858062,0.7028397470842087,0.36238358148037586
-132,-66.0,0.9341093204602555,0.9141927528866225,0.7264296733559003,0.2808634248933374
-131,-65.5,0.9117733531356483,0.8529979921154731,0.731177341401654,0.18254653679849464
-130,-65.0,0.8526375022219501,0.7551549608551013,0.7219029047669586,0.07222946608426771
-129,-64.5,0.7623109119655492,0.6220583144424718,0.7035933047642235,-0.04941603540542053
-128,-64.0,0.6697021319465323,0.4820380777618692,0.6401143281633337,-0.18974227122194862
-127,-63.5,0.5452863557880546,0.30332333651802573,0.5889505564846705,-0.3172123576552032
-126,-63.0,0.4166383882384766,0.11989315278259156,0.528454401111391,-0.43124564759645995
-125,-62.5,0.29388431856775393,-0.05145625666817616,0.4783520652489133,-0.5295766515645745
-124,-62.0,0.18851664237109803,-0.21316025591051505,0.4289556210309242,-0.6183882374579708
-123,-61.5,0.09622748813927656,-0.3591651861044048,0.3898191780060759,-0.6922409858141843
-122,-61.0,0.03705905460416583,-0.4776144285847796,0.3545900981024144,-0.753713721117165
-121,-60.5,0.001663989439091794,-0.5629178249902511,0.32896900832590936,-0.8033256178360755
-120,-60.0,-0.015067604597546313,-0.61608070310962,0.313356034168005,-0.8447949263582918
-119,-59.5,-0.021655847645645245,-0.6442453696612845,0.3010793721253797,-0.878136574043694
-118,-59.0,-0.03948547430694336,-0.6569010975995225,0.2833008457498427,-0.9153204496671694
-117,-58.5,-0.05119989292849985,-0.651219472721405,0.24708525679662893,-0.9320751993734812
-116,-58.0,-0.06560267041187651,-0.6246608809708359,0.1906558481178169,-0.9471391368767251
-115,-57.5,-0.09545663884489589,-0.5944836579788492,0.10782070374536164,-0.9621032461853007
-114,-57.0,-0.13485730574586166,-0.5491394741414064,0.020941725468002444,-0.966126578271503
-113,-56.5,-0.20312044934425244,-0.5349558100704469,-0.11874786066257985,-0.9705106873301785
-112,-56.0,-0.27176776137945485,-0.5449404293219503,-0.2863298267150025,-0.9848573933213838
-111,-55.5,-0.3658896273676609,-0.5633890520784061,-0.46113836455522883,-0.991265338013756
-110,-55.0,-0.4689057887359686,-0.6008348035682939,-0.6369287058189811,-0.999805476199294
-109,-54.5,-0.5808233407952602,-0.654998569455251,-0.8028868070255752,-0.9960816699796742
-108,-54.0,-0.6951736599356646,-0.7200917635682382,-0.9426598956000427,-0.9882079051959314
-107,-53.5,-0.7975792581446628,-0.8022485490402551,-0.8112676978672674,-0.9950789578934586
-106,-53.0,-0.9059122737361567,-0.8710459706211512,-0.8524646739731127,-0.9881574321462975
-105,-52.5,-1.0065931656213467,-0.9308773016664955,-0.846036931227602,-0.9685124952941687
-104,-52.0,-1.0967450137241772,-0.9784798982337032,-0.7898597140282423,-0.9313117576958662
-103,-51.5,-1.1916835936273502,-1.010956394937887,-0.6707790434414261,-0.8619098455928922
-102,-51.0,-1.1940714144393607,-1.0034237204428342,-0.5081275097982999,-0.7609580665088297
-101,-50.5,-1.2437076112126808,-0.982614043748251,-0.3334294856273218,-0.687055505956539
-100,-50.0,-1.269811597710539,-0.9267318500858559,-0.12709871708763404,-0.5941307169803841
-99,-49.5,-1.2691290126905561,-0.8400867879910161,0.10211516695766329,-0.48769276754999324
-98,-49.0,-1.2358624900369035,-0.7240370091516822,0.3432514287517408,-0.37326118150289855
-97,-48.5,-1.1842507419255661,-0.5916065307758942,0.5788824506741737,-0.2592139940321833
-96,-48.0,-1.1095052359237811,-0.44758444484974746,0.823151078031164,-0.14656516516601883
-95,-47.5,-1.0194146482137614,-0.30768770378403293,1.0598216021922362,-0.04663300508996988
-94,-47.0,-0.9197363568545416,-0.1815457785800725,1.2751632993808244,0.03077014755840376
-93,-46.5,-0.8156438692327719,-0.07313904832499153,1.4576099442400676,0.08198866339110432
-92,-46.0,-0.7132572380525924,0.012188347651846029,1.6011946859405783,0.10702190331040139
-91,-45.5,-0.6209910947357292,0.0755503090994719,1.6843107165181792,0.07157711452240507
-90,-45.0,-0.5405165056947426,0.09725883120978668,1.7281203852375167,0.03808089443276089
